id,kingdom,phylum,class,order,family,genus,species,counts,effective_length,sample
AB517710.1.1446,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,14,1,T2B5
AB552903.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,uncultured bacterium,56,1,T2B5
AB597534.1.1537,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,uncultured gamma proteobacterium,3,1,T2B5
AB610575.1.1461,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Clostridium sp. K39,2,1,T2B5
AB619699.1.1463,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,oc32,uncultured bacterium,8,1,T2B5
AB619710.1.1467,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,,7,1,T2B5
AB626721.1.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,3,1,T2B5
AB630464.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,612,1,T2B5
AB630591.1.1440,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium,13,1,T2B5
AB630715.1.1388,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,uncultured bacterium,4,1,T2B5
AB630764.1.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium,2,1,T2B5
AB630783.1.1466,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,,2,1,T2B5
AB630854.1.1444,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,,9,1,T2B5
AB649013.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,Rhizobacter fulvus,5,1,T2B5
AB672140.1.1478,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,uncultured bacterium,2,1,T2B5
AB672159.1.1453,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,uncultured bacterium,23,1,T2B5
AB672262.1.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured bacterium,5,1,T2B5
AB679929.1.1348,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,6,1,T2B5
AB680166.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis subsp. chlororaphis,2,1,T2B5
AB680246.1.1487,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,Exiguobacterium acetylicum,8,1,T2B5
AB680383.1.1410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Agrobacterium radiobacter,4,1,T2B5
AB680969.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,104,1,T2B5
AB680970.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,68,1,T2B5
AB681026.1.1446,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,1,1,T2B5
AB681337.1.1470,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas japonensis,10,1,T2B5
AB681397.1.1445,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter koreensis,721,1,T2B5
AB681449.1.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp. NBRC 101324,1,1,T2B5
AB681847.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga palleronii,160,1,T2B5
AB696879.1.1384,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,Zoogloea sp. UNPF12a,1,1,T2B5
AF099022.1.1522,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,14,1,T2B5
AF132793.1.1410,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya PCC-6306,Leptolyngbya boryana UTEX B 485,81,1,T2B5
AF170914.1.1532,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,23,1,T2B5
AF176594.1.1514,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,Methylibium petroleiphilum PM1,65,1,T2B5
AF191801.1.1594,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Spirogyra sp. CLP-2000,,1,1,T2B5
AF227161.1.1474,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Tatlockia maceachernii,2,1,T2B5
AF236013.1.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,beta proteobacterium A1020,4,1,T2B5
AF244749.1.1467,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Candidatus Nostocoida,Nostocoida limicola III,1,1,T2B5
AF244750.1.1470,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,Nostocoida limicola III,20,1,T2B5
AF290486.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured sheep mite bacterium Llangefni 52,3,1,T2B5
AF324535.1.1510,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured gamma proteobacterium BioIuz K41,2,1,T2B5
AF418945.1.1507,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured bacterium,1,1,T2B5
AF418956.1.1483,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium,39,1,T2B5
AF445679.1.1488,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured beta proteobacterium,102,1,T2B5
AF448071.1.1418,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,Cyanobium sp. PCC 8916,11,1,T2B5
AF448514.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio fulvus,10,1,T2B5
AF468452.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,1,1,T2B5
AF480586.1.1455,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium mucogenicum,2,1,T2B5
AF491284.1.1503,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. Myc399,3,1,T2B5
AF502220.1.1386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,uncultured bacterium,5,1,T2B5
AF511509.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SaU6sm,14,1,T2B5
AF523009.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured Hydrogenophaga sp.,14,1,T2B5
AF529344.1.1425,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured beta proteobacterium,12,1,T2B5
AF537362.1.1460,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium peregrinum,5,1,T2B5
AFBH01000032.516.2028,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax radicis N35v,9,1,T2B5
AJ131117.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,6,1,T2B5
AJ231172.1.1474,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,planctomycete str. 567,57,1,T2B5
AJ250796.1.1465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea thiooxidans,3,1,T2B5
AJ289885.1.1522,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,Limnobacter thiooxidans,44,1,T2B5
AJ295671.1.1518,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,2,1,T2B5
AJ297353.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. FAIR/BE/F/GH37,2,1,T2B5
AJ344558.1.1422,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis PCC 7203,Chroococcidiopsis cubana,1,1,T2B5
AJ389887.1.1437,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Agrobacterium radiobacter,14,1,T2B5
AJ422174.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,uncultured beta proteobacterium,3,1,T2B5
AJ584832.1.1481,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter vallis,4,1,T2B5
AJ630457.1.1463,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Trichormus HINDAK 2001-4,Trichormus variabilis str. 'GREIFSWALD',415,1,T2B5
AJ786793.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp. R-20952,20,1,T2B5
AJ867903.1.1455,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,uncultured alpha proteobacterium,1,1,T2B5
ALJF01000029.379.1869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Agrobacterium albertimagni AOL15,11,1,T2B5
AM111039.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 7049,2,1,T2B5
AM114534.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas peli,12,1,T2B5
AM230493.1.1550,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium succinicans,1,1,T2B5
AM231052.1.1524,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas sp. R-24339,10,1,T2B5
AM409363.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,Kaistia geumhonensis,5,1,T2B5
AM420129.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,2,1,T2B5
AM710385.1.1459,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Gloeocapsaceae,Gleocapsa,Chroococcus sp. JJCV,436,1,T2B5
AM931169.1.1461,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,7,1,T2B5
AM934864.1.1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,uncultured Mesorhizobium sp.,4,1,T2B5
AM980880.1.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Aspromonas sp. UK-29,544,1,T2B5
AM997729.1.1396,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,uncultured deep-sea bacterium,1,1,T2B5
AMQA01000038.170.1694,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila SNUFPC-A8,1,1,T2B5
APLP01000008.728008.729472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Agrobacterium tumefaciens WRT31,11,1,T2B5
APQK01000002.47226.48751,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii ANC 3835,1,1,T2B5
APQK01000019.184045.185570,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii ANC 3835,10,1,T2B5
ARWC01000001.2032960.2034478,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,Methylotenera sp. 1P/1,1,1,T2B5
ARWC01000001.2729248.2730766,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,Methylotenera sp. 1P/1,1,1,T2B5
ASPP01005550.1056.2564,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Kinneretia,Reticulomyxa filosa,42,1,T2B5
AUNN02000051.486.1989,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,Pelomonas sp. JGI 001013-K11,3,1,T2B5
AWGF01000024.254.1717,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis sp. YBE204,3,1,T2B5
AXZB01000024.4249.5757,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,Burkholderiales bacterium JGI 0001003-A5,12,1,T2B5
AY054374.1.1472,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas pavonaceae,6,1,T2B5
AY168727.1.1518,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,uncultured bacterium,5,1,T2B5
AY186082.1.1459,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,uncultured bacterium,1,1,T2B5
AY212565.1.1524,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,uncultured bacterium,8,1,T2B5
AY212616.1.1522,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured bacterium,3,1,T2B5
AY212645.1.1516,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax,uncultured bacterium,16,1,T2B5
AY212665.1.1502,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,6,1,T2B5
AY212673.1.1526,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,1,1,T2B5
AY212674.1.1519,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,uncultured bacterium,6,1,T2B5
AY212735.1.1523,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,uncultured bacterium,1,1,T2B5
AY214207.1.1488,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,uncultured bacterium,2,1,T2B5
AY244983.1.1452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,uncultured rumen bacterium,6,1,T2B5
AY328560.1.1511,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,uncultured bacterium,3,1,T2B5
AY328571.1.1476,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,uncultured bacterium,187,1,T2B5
AY328639.1.1481,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,uncultured bacterium,10,1,T2B5
AY328733.1.1528,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus,uncultured bacterium,9,1,T2B5
AY328792.1.1468,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,uncultured bacterium,17,1,T2B5
AY345503.1.1446,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,,8,1,T2B5
AY429713.1.1414,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,beta proteobacterium HTCC410,1,1,T2B5
AY456708.1.1468,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. PILH1,1,1,T2B5
AY569978.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp. Esa.33,13,1,T2B5
AY622249.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured beta proteobacterium,1,1,T2B5
AY626832.1.1376,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,marine bacterium YTBM8-1A,5,1,T2B5
AY661988.1.1529,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,1,1,T2B5
AY689042.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. 6A_16,2,1,T2B5
AY922114.1.1393,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,uncultured gamma proteobacterium,2,1,T2B5
AY936495.1.1527,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. RDPT5,10,1,T2B5
AY945803.1.1483,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. K228YA,5,1,T2B5
AY957937.1.1521,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,uncultured bacterium,2,1,T2B5
AY959107.1.1510,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,uncultured bacterium,3,1,T2B5
AYNO01000221.209.1678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp. CACIA14H1,1,1,T2B5
AYSC01000072.4071.5562,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas sp. CACIA14H2,88,1,T2B5
AZND01000010.5793.7314,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,Methylibium sp. T29,1,1,T2B5
BANV01003730.37038.38527,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Klebsormidium flaccidum,,,29,1,T2B5
BAXY01000003.365442.366966,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,106,1,T2B5
BAXY01000003.600140.601660,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,8,1,T2B5
BAXY01000018.86045.87570,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,1,1,T2B5
BCTJ01000079.375.1883,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga palleronii NBRC 102513,39,1,T2B5
BCWM01000033.3818.5258,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas vesicularis NBRC 12165,66,1,T2B5
BDLN01000028.557.2021,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium sp. TBD182,7,1,T2B5
CCMO02000002.328815.330284,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,bacterium YEK0313,4,1,T2B5
CDDF01000007.39.1561,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila,8,1,T2B5
CGBH01000017.11757.13287,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica subsp. enterocolitica,1,1,T2B5
CP000462.4452902.4454438,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila ATCC 7966,9,1,T2B5
CP000555.352301.353831,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,Methylibium petroleiphilum PM1,12,1,T2B5
CP000685.5122302.5123808,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae UW101,1,1,T2B5
CP001022.10779.12333,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,Exiguobacterium sibiricum 255-15,8,1,T2B5
CP001102.596541.598055,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,Candidatus Amoebophilus asiaticus 5a2,63,1,T2B5
CP001186.4807978.4809486,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus G9842,2,1,T2B5
CP002607.62055.63604,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii B565,5,1,T2B5
CP003880.5594636.5596156,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. UW4,2,1,T2B5
CP004348.32928.34463,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,beta proteobacterium CB,4,1,T2B5
CP004403.1418280.1419781,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Jidaibacter,endosymbiont of Acanthamoeba sp. UWC8,3,1,T2B5
CP007567.387258.388791,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media WS,38,1,T2B5
CP007567.4435675.4437206,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media WS,6,1,T2B5
CP007567.8883.10410,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media WS,59,1,T2B5
CP009571.1.3859099,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas taxi,5,1,T2B5
CP009787.2906471.2908000,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia rohdei,1,1,T2B5
CP010028.3259854.3261364,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus swuensis,3,1,T2B5
CP010028.372413.373922,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus swuensis,1,1,T2B5
CP010947.250903.252457,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,2,1,T2B5
CP011100.2981.4535,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,17,1,T2B5
CP011100.4192664.4194222,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,121,1,T2B5
CP011265.1904854.1906419,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,Verrucomicrobia bacterium IMCC26134,4,1,T2B5
CP011272.3578879.3580367,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Pirellula sp. SH-Sr6A,5,1,T2B5
CP013184.4927305.4928848,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,13,1,T2B5
CP014301.3934557.3936058,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea sp. PAMC 26642,1,1,T2B5
CP014945.3047305.3048831,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,27,1,T2B5
CP014945.766435.767961,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,2,1,T2B5
CP015511.2802050.2803513,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. GW460-12-10-14-LB2,79,1,T2B5
CP015511.488282.489744,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. GW460-12-10-14-LB2,90,1,T2B5
CP015521.1691349.1692841,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. NIC1,1,1,T2B5
CP015731.1157154.1158723,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium,Exiguobacterium sp. U13-1,56,1,T2B5
